C114,116.761931,-26.823224
C115,116.761272,-26.825929
C116,116.762581,-26.823351
C117,116.766244,-26.826414
C118,116.764213,-26.821627
C119,116.767024,-26.823217
C120,116.766895,-26.825440
C121,116.761788,-26.823597
C122,116.764596,-26.822008
C123,116.766485,-26.823242
C124,116.767679,-26.824833
C125,116.762143,-26.826809
C126,116.767280,-26.826377
C127,116.761670,-26.826766
C128,116.761985,-26.826452
C129,116.761332,-26.825511
C130,116.763987,-26.827542
C131,116.767015,-26.824097
C132,116.766392,-26.827007
C133,116.767162,-26.822703
C134,116.765508,-26.821890
C135,116.761243,-26.825126
C136,116.767958,-26.825424
C137,116.762374,-26.822766
C138,116.764748,-26.821506
C139,116.762933,-26.822242
C140,116.761968,-26.826064
C141,116.767159,-26.826795
C142,116.764192,-26.827088
C143,116.766459,-26.827403
C144,116.767848,-26.824395
C145,116.766970,-26.826075
C146,116.766436,-26.822620
C147,116.767323,-26.824621
C148,116.764402,-26.822368
C149,116.766795,-26.822394
C150,116.766813,-26.823602
C151,116.760889,-26.824480
C152,116.760772,-26.825613
C153,116.769236,-26.825371
C154,116.760042,-26.825951
C155,116.765148,-26.820641
C156,116.765447,-26.828510
C157,116.762515,-26.828292
C158,116.763978,-26.828378
C159,116.768919,-26.826198
C160,116.760507,-26.826650
C161,116.763966,-26.820430
C162,116.761501,-26.822426
C163,116.768119,-26.827043
C164,116.766850,-26.828135
C165,116.769208,-26.824569
C166,116.765469,-26.820938
C167,116.766143,-26.827722
C168,116.760602,-26.823585
C169,116.768253,-26.826092
C170,116.760463,-26.823188
C171,116.766447,-26.827991
C172,116.766017,-26.828197
C173,116.764573,-26.829054
C174,116.767531,-26.827229
C175,116.762459,-26.821027
C176,116.760885,-26.822652
C177,116.763287,-26.828461
C178,116.760735,-26.824899
C179,116.764477,-26.820875
C180,116.768169,-26.823369
C181,116.768230,-26.824059
C182,116.760942,-26.823259
C183,116.767109,-26.821104
C184,116.762016,-26.828384
C185,116.761514,-26.827145
C186,116.760678,-26.824086
C187,116.768389,-26.825627
C188,116.768778,-26.824700
C189,116.768557,-26.823208
C190,116.769080,-26.824058
C191,116.764935,-26.828164
C192,116.761052,-26.827534
C193,116.763606,-26.820649
C194,116.761980,-26.827741
C195,116.766841,-26.821405
C196,116.767436,-26.821994
C197,116.764553,-26.827984
C198,116.768797,-26.825314
C199,116.760577,-26.822271
C200,116.767322,-26.825361
C201,116.763258,-26.828950
C202,116.763604,-26.828026
C203,116.759750,-26.824688
C204,116.765413,-26.828909
C205,116.760369,-26.824566
C206,116.765508,-26.828113
C207,116.766176,-26.820395
C208,116.765702,-26.820248
C209,116.766237,-26.820941
C210,116.765836,-26.821149
C211,116.765845,-26.820663
C212,116.767078,-26.820713
C213,116.759464,-26.825520
C214,116.760274,-26.825540
C215,116.759600,-26.825051
C216,116.759402,-26.826015
C217,116.759086,-26.825730
C218,116.759951,-26.825285
C219,116.768109,-26.828260
C220,116.767684,-26.828047
C221,116.767742,-26.827574
C222,116.767327,-26.828267
C223,116.768055,-26.827829
C224,116.767224,-26.827883
E1-1,116.762526,-26.819528
E1-2,116.762079,-26.819300
E1-3,116.762495,-26.819055
E1-4,116.761803,-26.819012
E1-5,116.762788,-26.818756
E1-6,116.762123,-26.818445
E2-1,116.756600,-26.820537
E2-2,116.756097,-26.820188
E2-3,116.757392,-26.820047
E2-4,116.756719,-26.820035
E2-5,116.756218,-26.819719
E2-6,116.757038,-26.819671
E3-1,116.751387,-26.825916
E3-2,116.751835,-26.825860
E3-3,116.750895,-26.825564
E3-4,116.751747,-26.825427
E3-5,116.751313,-26.825378
E3-6,116.751435,-26.825014
E4-1,116.750275,-26.835686
E4-2,116.750735,-26.835593
E4-3,116.750785,-26.835167
E4-4,116.751243,-26.835087
E4-5,116.750124,-26.834984
E4-6,116.750492,-26.834565
N1-1,116.759536,-26.829622
N1-2,116.760150,-26.829629
N1-3,116.760572,-26.829512
N1-4,116.759919,-26.829299
N1-5,116.760329,-26.829193
N1-6,116.759644,-26.828834
N2-1,116.764170,-26.833447
N2-2,116.763270,-26.833473
N2-3,116.763678,-26.833282
N2-4,116.763276,-26.833077
N2-5,116.764163,-26.832925
N2-6,116.763638,-26.832798
N3-1,116.772075,-26.834809
N3-2,116.771593,-26.834840
N3-3,116.771126,-26.834604
N3-4,116.771804,-26.834475
N3-5,116.771229,-26.834161
N3-6,116.771844,-26.833952
N4-1,116.781446,-26.830865
N4-2,116.781116,-26.830539
N4-3,116.781684,-26.830432
N4-4,116.780908,-26.830143
N4-5,116.781665,-26.830027
N4-6,116.781216,-26.829710
S1-1,116.771164,-26.826392
S1-2,116.770781,-26.826089
S1-3,116.770350,-26.826018
S1-4,116.771199,-26.825994
S1-5,116.770906,-26.825556
S1-6,116.771346,-26.825471
S2-1,116.773174,-26.821491
S2-2,116.772431,-26.821396
S2-3,116.772867,-26.821199
S2-4,116.772209,-26.820927
S2-5,116.773260,-26.820834
S2-6,116.772918,-26.820519
S3-1,116.770760,-26.814775
S3-2,116.770369,-26.814329
S3-3,116.769748,-26.814245
S3-4,116.770925,-26.814188
S3-5,116.769966,-26.813881
S3-6,116.770482,-26.813775
S4-1,116.761496,-26.809236
S4-2,116.760895,-26.809156
S4-3,116.761839,-26.808955
S4-4,116.761292,-26.808750
S4-5,116.761520,-26.808414
S4-6,116.760876,-26.808398
E5-1,116.758733,-26.844019
E5-2,116.759376,-26.843695
E5-3,116.758696,-26.843629
E5-4,116.758209,-26.843492
E5-5,116.759099,-26.843252
E5-6,116.758764,-26.842901
E6-1,116.771776,-26.849821
E6-2,116.772239,-26.849668
E6-3,116.771697,-26.849249
E6-4,116.772387,-26.849135
E6-5,116.771239,-26.849052
E6-6,116.772116,-26.848801
E7-1,116.790655,-26.848719
E7-2,116.790986,-26.848453
E7-3,116.790260,-26.848505
E7-4,116.791433,-26.848403
E7-5,116.790637,-26.848026
E7-6,116.791036,-26.847843
E8-1,116.811683,-26.836388
E8-2,116.812284,-26.836178
E8-3,116.811179,-26.836101
E8-4,116.812144,-26.835751
E8-5,116.811687,-26.835706
E8-6,116.811129,-26.835634
E9-1,116.826079,-26.810290
E9-2,116.826504,-26.809972
E9-3,116.826045,-26.809788
E9-4,116.826879,-26.809624
E9-5,116.826498,-26.809402
E9-6,116.825966,-26.809401
S5-1,116.749120,-26.811598
S5-2,116.749037,-26.811109
S5-3,116.749760,-26.810899
S5-4,116.748587,-26.810860
S5-5,116.749309,-26.810794
S5-6,116.748829,-26.810536
S6-1,116.736920,-26.818549
S6-2,116.737522,-26.818558
S6-3,116.737222,-26.818276
S6-4,116.737714,-26.817976
S6-5,116.736736,-26.817943
S6-6,116.737271,-26.817760
S7-1,116.728668,-26.833803
S7-2,116.728128,-26.833498
S7-3,116.729078,-26.833431
S7-4,116.728672,-26.833194
S7-5,116.728951,-26.832882
S7-6,116.728198,-26.832820
S8-1,116.729639,-26.856153
S8-2,116.730078,-26.856129
S8-3,116.730502,-26.855790
S8-4,116.730118,-26.855581
S8-5,116.729681,-26.855455
S8-6,116.730024,-26.855109
S9-1,116.747885,-26.880805
S9-2,116.747333,-26.880622
S9-3,116.747872,-26.880351
S9-4,116.747230,-26.880215
S9-5,116.748383,-26.879980
S9-6,116.747490,-26.879883
N5-1,116.785070,-26.820212
N5-2,116.785559,-26.820116
N5-3,116.784815,-26.819857
N5-4,116.785276,-26.819712
N5-5,116.785861,-26.819489
N5-6,116.785213,-26.819332
N6-1,116.784279,-26.807158
N6-2,116.784952,-26.807135
N6-3,116.784525,-26.806781
N6-4,116.784082,-26.806752
N6-5,116.784983,-26.806708
N6-6,116.784610,-26.806306
N7-1,116.773939,-26.792909
N7-2,116.773506,-26.792729
N7-3,116.774417,-26.792805
N7-4,116.774659,-26.792470
N7-5,116.774230,-26.792325
N7-6,116.773821,-26.792195
N8-1,116.751513,-26.782976
N8-2,116.752352,-26.782669
N8-3,116.751288,-26.782609
N8-4,116.751784,-26.782449
N8-5,116.751397,-26.782231
N8-6,116.752122,-26.782098
N9-1,116.719376,-26.784570
N9-2,116.719682,-26.784264
N9-3,116.718774,-26.784203
N9-4,116.719252,-26.784088
N9-5,116.719524,-26.783716
N9-6,116.718899,-26.783682
E10-1,116.834725,-26.861834
E10-2,116.834280,-26.861644
E10-3,116.835382,-26.861594
E10-4,116.834755,-26.861254
E10-5,116.834417,-26.860904
E10-6,116.835250,-26.860855
E11-1,116.864174,-26.858850
E11-2,116.863550,-26.858758
E11-3,116.863814,-26.858343
E11-4,116.864692,-26.858283
E11-5,116.863576,-26.858013
E11-6,116.864341,-26.857920
E12-1,116.859808,-26.912269
E12-2,116.859315,-26.911944
E12-3,116.858670,-26.911880
E12-4,116.859718,-26.911682
E12-5,116.859275,-26.911501
E12-6,116.858812,-26.911492
E13-1,116.938951,-26.812287
E13-2,116.938015,-26.812259
E13-3,116.938519,-26.812151
E13-4,116.938036,-26.811853
E13-5,116.938790,-26.811808
E13-6,116.938448,-26.811582
E14-1,116.993240,-26.786008
E14-2,116.992616,-26.785601
E14-3,116.993028,-26.785565
E14-4,116.993702,-26.785412
E14-5,116.992888,-26.785042
E14-6,116.993572,-26.785069
E15-1,117.048006,-26.892787
E15-2,117.047198,-26.892520
E15-3,117.048458,-26.892319
E15-4,117.047718,-26.892112
E15-5,117.048160,-26.892051
E15-6,117.047220,-26.892046
E16-1,117.195237,-26.952418
E16-2,117.194734,-26.952237
E16-3,117.195934,-26.952145
E16-4,117.194970,-26.951879
E16-5,117.195414,-26.951769
E16-6,117.194981,-26.951500
S10-1,116.693454,-26.863716
S10-2,116.693658,-26.863341
S10-3,116.694108,-26.863305
S10-4,116.693283,-26.863136
S10-5,116.693721,-26.862824
S10-6,116.693159,-26.862750
S11-1,116.666842,-26.899387
S11-2,116.667274,-26.899361
S11-3,116.667500,-26.899015
S11-4,116.666162,-26.898997
S11-5,116.666750,-26.898864
S11-6,116.666714,-26.898472
S12-1,116.621864,-26.865563
S12-2,116.621267,-26.865405
S12-3,116.620832,-26.865256
S12-4,116.621577,-26.865142
S12-5,116.621303,-26.864780
S12-6,116.621745,-26.864643
S13-1,116.654672,-26.949880
S13-2,116.654251,-26.949800
S13-3,116.654668,-26.949466
S13-4,116.654022,-26.949307
S13-5,116.655057,-26.949154
S13-6,116.654400,-26.949118
S14-1,116.697431,-27.012275
S14-2,116.697121,-27.011970
S14-3,116.697649,-27.011833
S14-4,116.698069,-27.011711
S14-5,116.697052,-27.011566
S14-6,116.697623,-27.011219
S15-1,116.506632,-26.944117
S15-2,116.506075,-26.943806
S15-3,116.506623,-26.943714
S15-4,116.507104,-26.943552
S15-5,116.505984,-26.943421
S15-6,116.506611,-26.943084
S16-1,116.479592,-27.059862
S16-2,116.479038,-27.059709
S16-3,116.480041,-27.059609
S16-4,116.479561,-27.059340
S16-5,116.478883,-27.059346
S16-6,116.479322,-27.059025
N10-1,116.762949,-26.751126
N10-2,116.762523,-26.751069
N10-3,116.762136,-26.750902
N10-4,116.763015,-26.750699
N10-5,116.762605,-26.750563
N10-6,116.762283,-26.750275
N11-1,116.805197,-26.722019
N11-2,116.804765,-26.721870
N11-3,116.805263,-26.721612
N11-4,116.804859,-26.721481
N11-5,116.805682,-26.721426
N11-6,116.805147,-26.721005
N12-1,116.724607,-26.713049
N12-2,116.725517,-26.712975
N12-3,116.724997,-26.712774
N12-4,116.725450,-26.712435
N12-5,116.724409,-26.712398
N12-6,116.725025,-26.712353
N13-1,116.672950,-26.693202
N13-2,116.673413,-26.693095
N13-3,116.672700,-26.692894
N13-4,116.673173,-26.692670
N13-5,116.672731,-26.692434
N13-6,116.673204,-26.692293
N14-1,116.625799,-26.661719
N14-2,116.626192,-26.661540
N14-3,116.625861,-26.661214
N14-4,116.625419,-26.661186
N14-5,116.626134,-26.660853
N14-6,116.625491,-26.660743
N15-1,116.686259,-26.585334
N15-2,116.686857,-26.585170
N15-3,116.685887,-26.584934
N15-4,116.686357,-26.584855
N15-5,116.686721,-26.584688
N15-6,116.685917,-26.584465
N16-1,116.658913,-26.498395
N16-2,116.659686,-26.498144
N16-3,116.659045,-26.497944
N16-4,116.659577,-26.497756
N16-5,116.658634,-26.497699
N16-6,116.659076,-26.497529
